referrer,views_total,views_unique
inseq.readthedocs.io,100,5
github.com,83,25
Google,46,25
mail.google.com,10,2
DuckDuckGo,5,1
statics.teams.cdn.office.net,5,1
t.co,4,4
colab.research.google.com,3,3
paperswithcode.com,3,1
arxiv.org,2,2
