url_path,views_total,views_unique
/inseq-team/inseq,198,83
/inseq-team/inseq/blob/main/examples/inseq_tutorial.ipynb,75,23
/inseq-team/inseq/blob/main/README.md,36,3
/inseq-team/inseq/tree/main/inseq,32,5
/inseq-team/inseq/issues,24,9
/inseq-team/inseq/tree/main/examples,17,5
/inseq-team/inseq/issues/276,13,6
/inseq-team/inseq/blob/01bd08bd9e4f6b2d74b3c49d2bca81578102e50e/inseq/commands/attribute/attribute_args.py,13,1
/inseq-team/inseq/issues/279,11,3
/inseq-team/inseq/tree/main/inseq/commands,11,2
