time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-09-01 00:00:00+00:00,40,28,12,4
2026-09-02 00:00:00+00:00,43,31,12,10
2026-09-03 00:00:00+00:00,6,6,11,6
2026-09-04 00:00:00+00:00,90,5,6,5
2026-09-05 00:00:00+00:00,10,6,1,1
2026-09-06 00:00:00+00:00,22,3,7,4
2026-09-07 00:00:00+00:00,26,13,10,8
2026-09-08 00:00:00+00:00,14,11,9,6
2026-09-09 00:00:00+00:00,22,15,18,10
2026-09-10 00:00:00+00:00,8,4,7,6
2026-09-11 00:00:00+00:00,32,7,15,7
2026-09-12 00:00:00+00:00,105,7,5,4
2026-09-13 00:00:00+00:00,16,13,2,2
2026-09-14 00:00:00+00:00,9,9,16,10
