referrer,views_total,views_unique
Google,116,37
github.com,99,27
inseq.org,19,3
lnkd.in,8,1
DuckDuckGo,3,3
t.co,2,2
gsarti.com,1,1
nfelnlp.github.io,1,1
perplexity.ai,1,1
Bing,1,1
