time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-04 00:00:00+00:00,,,13,10
2024-10-05 00:00:00+00:00,,,8,3
2024-10-06 00:00:00+00:00,,,13,6
2024-10-07 00:00:00+00:00,17.0,3.0,9,5
2024-10-08 00:00:00+00:00,4.0,2.0,80,7
2024-10-09 00:00:00+00:00,,,39,8
2024-10-10 00:00:00+00:00,,,34,12
2024-10-11 00:00:00+00:00,,,35,8
2024-10-12 00:00:00+00:00,2.0,2.0,108,10
2024-10-13 00:00:00+00:00,2.0,2.0,17,8
2024-10-14 00:00:00+00:00,,,75,10
2024-10-15 00:00:00+00:00,11.0,3.0,144,10
2024-10-16 00:00:00+00:00,,,81,15
2024-10-17 00:00:00+00:00,3.0,3.0,20,9
