referrer,views_total,views_unique
Google,347,40
github.com,225,15
inseq.org,5,3
mail.google.com,4,1
statics.teams.cdn.office.net,2,2
towardsdatascience.com,2,2
pypi.org,1,1
medium.com,1,1
t.co,1,1
com.linkedin.android,1,1
