referrer,views_total,views_unique
Google,328,51
github.com,135,23
gsarti.com,71,7
inseq.org,52,12
t.co,19,13
Bing,6,3
towardsdatascience.com,4,2
cn.bing.com,3,2
captum.ai,3,1
pypi.org,3,1
