referrer,views_total,views_unique
Google,180,38
github.com,131,22
inseq.readthedocs.io,91,9
com.linkedin.android,15,2
t.co,10,6
Bing,6,2
linkedin.com,4,4
DuckDuckGo,4,1
pypi.org,3,1
skillbox.ru,2,1
