referrer,views_total,views_unique
Google,255,53
github.com,198,19
inseq.readthedocs.io,10,3
t.co,3,3
mx.search.yahoo.com,2,1
linkedin.com,1,1
mail.google.com,1,1
engineering.paypalcorp.com,1,1
arxiv.org,1,1
statics.teams.cdn.office.net,1,1
