time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-04 00:00:00+00:00,5.0,3.0,49,19
2024-07-05 00:00:00+00:00,,,27,15
2024-07-06 00:00:00+00:00,1.0,1.0,77,13
2024-07-07 00:00:00+00:00,1.0,1.0,36,10
2024-07-08 00:00:00+00:00,1.0,1.0,21,7
2024-07-09 00:00:00+00:00,,,38,16
2024-07-10 00:00:00+00:00,,,15,9
2024-07-11 00:00:00+00:00,,,22,16
2024-07-12 00:00:00+00:00,1.0,1.0,29,11
2024-07-13 00:00:00+00:00,,,17,5
2024-07-14 00:00:00+00:00,,,24,5
2024-07-15 00:00:00+00:00,,,154,14
2024-07-16 00:00:00+00:00,,,41,21
2024-07-17 00:00:00+00:00,1.0,1.0,10,7
