referrer,views_total,views_unique
Google,184,32
github.com,121,20
inseq.readthedocs.io,39,7
Bing,27,4
com.linkedin.android,15,2
huggingface.co,11,2
linkedin.com,5,5
DuckDuckGo,4,2
t.co,3,2
pypi.org,2,1
