referrer,views_total,views_unique
Google,99,29
github.com,40,17
inseq.org,29,9
Bing,25,5
pypi.org,7,3
overleaf.com,5,2
notebooks.githubusercontent.com,5,1
statics.teams.cdn.office.net,3,2
gsarti.com,2,2
chatgpt.com,2,1
