time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-25 00:00:00+00:00,3.0,3.0,11,7
2025-10-26 00:00:00+00:00,,,1,1
2025-10-27 00:00:00+00:00,1.0,1.0,17,11
2025-10-28 00:00:00+00:00,9.0,5.0,20,2
2025-10-29 00:00:00+00:00,42.0,13.0,36,12
2025-10-30 00:00:00+00:00,43.0,5.0,11,8
2025-10-31 00:00:00+00:00,65.0,11.0,6,6
2025-11-01 00:00:00+00:00,1.0,1.0,1,1
2025-11-02 00:00:00+00:00,2.0,2.0,2,2
2025-11-03 00:00:00+00:00,12.0,10.0,10,7
2025-11-04 00:00:00+00:00,8.0,4.0,11,8
2025-11-05 00:00:00+00:00,10.0,6.0,10,4
2025-11-06 00:00:00+00:00,5.0,3.0,11,9
2025-11-07 00:00:00+00:00,5.0,4.0,20,7
