time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-17 00:00:00+00:00,4,3,110,14
2023-11-18 00:00:00+00:00,1,1,11,7
2023-11-19 00:00:00+00:00,2,1,16,6
2023-11-20 00:00:00+00:00,3,2,108,11
2023-11-21 00:00:00+00:00,7,4,53,12
2023-11-22 00:00:00+00:00,5,3,17,8
2023-11-23 00:00:00+00:00,23,11,47,12
2023-11-24 00:00:00+00:00,4,3,34,14
2023-11-25 00:00:00+00:00,1,1,60,5
2023-11-26 00:00:00+00:00,1,1,9,5
2023-11-27 00:00:00+00:00,3,3,11,4
2023-11-28 00:00:00+00:00,3,3,26,6
2023-11-29 00:00:00+00:00,17,8,35,15
2023-11-30 00:00:00+00:00,3,3,21,7
