time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-04 00:00:00+00:00,2.0,2.0,31,16
2024-09-05 00:00:00+00:00,1.0,1.0,68,18
2024-09-06 00:00:00+00:00,11.0,9.0,30,15
2024-09-07 00:00:00+00:00,14.0,5.0,52,12
2024-09-08 00:00:00+00:00,,,14,6
2024-09-09 00:00:00+00:00,3.0,3.0,35,19
2024-09-10 00:00:00+00:00,7.0,3.0,38,14
2024-09-11 00:00:00+00:00,10.0,7.0,20,11
2024-09-12 00:00:00+00:00,3.0,2.0,18,12
2024-09-13 00:00:00+00:00,5.0,4.0,37,13
2024-09-14 00:00:00+00:00,,,47,7
2024-09-15 00:00:00+00:00,2.0,2.0,18,10
2024-09-16 00:00:00+00:00,1.0,1.0,32,7
2024-09-17 00:00:00+00:00,2.0,2.0,53,10
