referrer,views_total,views_unique
Google,135,18
github.com,104,15
gsarti.com,31,2
pypi.org,27,1
inseq.readthedocs.io,9,3
l.facebook.com,6,3
linkedin.com,6,2
m.facebook.com,2,1
nfelnlp.github.io,1,1
aiqianji.com,1,1
