time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-12 00:00:00+00:00,1.0,1.0,31,13
2024-06-13 00:00:00+00:00,2.0,2.0,15,12
2024-06-14 00:00:00+00:00,1.0,1.0,17,9
2024-06-15 00:00:00+00:00,,,10,5
2024-06-16 00:00:00+00:00,,,7,4
2024-06-17 00:00:00+00:00,,,29,17
2024-06-18 00:00:00+00:00,1.0,1.0,41,15
2024-06-19 00:00:00+00:00,19.0,3.0,76,17
2024-06-20 00:00:00+00:00,2.0,2.0,74,14
2024-06-21 00:00:00+00:00,9.0,3.0,108,13
2024-06-22 00:00:00+00:00,11.0,5.0,42,9
2024-06-23 00:00:00+00:00,7.0,6.0,17,6
2024-06-24 00:00:00+00:00,2.0,2.0,20,11
2024-06-25 00:00:00+00:00,9.0,5.0,39,13
