referrer,views_total,views_unique
github.com,162,14
Google,79,25
t.co,33,10
DuckDuckGo,11,5
inseq.readthedocs.io,10,4
com.linkedin.android,5,3
gsarti.com,3,2
cn.bing.com,3,2
yandex.com,1,1
ecco.readthedocs.io,1,1
