time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-16 00:00:00+00:00,94,15,10,9
2026-07-17 00:00:00+00:00,16,15,8,7
2026-07-18 00:00:00+00:00,14,13,5,4
2026-07-19 00:00:00+00:00,17,12,7,4
2026-07-20 00:00:00+00:00,16,12,8,3
2026-07-21 00:00:00+00:00,18,13,10,7
2026-07-22 00:00:00+00:00,16,5,4,4
2026-07-23 00:00:00+00:00,7,6,18,16
2026-07-24 00:00:00+00:00,9,6,16,15
2026-07-25 00:00:00+00:00,5,5,15,14
2026-07-26 00:00:00+00:00,24,11,11,11
2026-07-27 00:00:00+00:00,6,6,8,6
2026-07-28 00:00:00+00:00,22,16,18,11
2026-07-29 00:00:00+00:00,142,15,7,6
