time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-18 00:00:00+00:00,9.0,1.0,10,2
2025-07-19 00:00:00+00:00,1.0,1.0,2,2
2025-07-20 00:00:00+00:00,,,7,6
2025-07-21 00:00:00+00:00,4.0,3.0,18,9
2025-07-22 00:00:00+00:00,8.0,4.0,31,10
2025-07-23 00:00:00+00:00,1.0,1.0,49,18
2025-07-24 00:00:00+00:00,6.0,4.0,46,17
2025-07-25 00:00:00+00:00,,,27,13
2025-07-26 00:00:00+00:00,2.0,2.0,12,6
2025-07-27 00:00:00+00:00,1.0,1.0,25,6
2025-07-28 00:00:00+00:00,8.0,4.0,69,12
2025-07-29 00:00:00+00:00,4.0,2.0,37,9
2025-07-30 00:00:00+00:00,1.0,1.0,10,9
2025-07-31 00:00:00+00:00,1.0,1.0,2,2
