referrer,views_total,views_unique
Google,359,41
github.com,220,16
inseq.org,12,5
mail.google.com,4,1
t.co,3,2
statics.teams.cdn.office.net,2,2
towardsdatascience.com,2,2
medium.com,1,1
pypi.org,1,1
search.brave.com,1,1
