time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-30 00:00:00+00:00,3.0,3.0,22,7
2023-12-01 00:00:00+00:00,3.0,2.0,18,7
2023-12-02 00:00:00+00:00,,,3,2
2023-12-03 00:00:00+00:00,,,9,5
2023-12-04 00:00:00+00:00,1.0,1.0,45,12
2023-12-05 00:00:00+00:00,2.0,2.0,43,14
2023-12-06 00:00:00+00:00,2.0,2.0,42,9
2023-12-07 00:00:00+00:00,29.0,16.0,147,17
2023-12-08 00:00:00+00:00,6.0,4.0,46,18
2023-12-09 00:00:00+00:00,23.0,14.0,53,13
2023-12-10 00:00:00+00:00,1.0,1.0,9,6
2023-12-11 00:00:00+00:00,5.0,4.0,50,20
2023-12-12 00:00:00+00:00,,,31,13
2023-12-13 00:00:00+00:00,2.0,1.0,21,8
