time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-22 00:00:00+00:00,3.0,3.0,77,3
2024-12-23 00:00:00+00:00,2.0,1.0,33,15
2024-12-24 00:00:00+00:00,1.0,1.0,14,8
2024-12-25 00:00:00+00:00,1.0,1.0,10,9
2024-12-26 00:00:00+00:00,,,6,3
2024-12-27 00:00:00+00:00,8.0,4.0,17,6
2024-12-28 00:00:00+00:00,4.0,3.0,3,3
2024-12-29 00:00:00+00:00,,,2,2
2024-12-30 00:00:00+00:00,16.0,8.0,14,4
2024-12-31 00:00:00+00:00,3.0,1.0,8,6
2025-01-01 00:00:00+00:00,,,1,1
2025-01-02 00:00:00+00:00,7.0,3.0,17,10
2025-01-03 00:00:00+00:00,,,15,9
2025-01-04 00:00:00+00:00,,,14,1
