time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-07-22 00:00:00+00:00,5,3,98,13
2023-07-23 00:00:00+00:00,3,2,9,8
2023-07-24 00:00:00+00:00,2,2,32,13
2023-07-25 00:00:00+00:00,5,3,48,14
2023-07-26 00:00:00+00:00,28,8,45,11
2023-07-27 00:00:00+00:00,17,7,48,8
2023-07-28 00:00:00+00:00,32,11,127,9
2023-07-29 00:00:00+00:00,18,4,23,10
2023-07-30 00:00:00+00:00,10,5,19,12
2023-07-31 00:00:00+00:00,3,3,26,11
2023-08-01 00:00:00+00:00,14,8,110,14
2023-08-02 00:00:00+00:00,37,11,96,11
2023-08-03 00:00:00+00:00,53,14,59,20
2023-08-04 00:00:00+00:00,11,5,82,13
