referrer,views_total,views_unique
Google,81,32
inseq.org,58,10
github.com,37,10
Bing,7,2
pypi.org,6,1
t.co,5,3
statics.teams.cdn.office.net,4,1
gsarti.com,3,1
docs.google.com,3,1
yandex.ru,2,2
