referrer,views_total,views_unique
Google,158,35
inseq.org,27,6
github.com,24,16
DuckDuckGo,12,2
Bing,11,5
docs.google.com,3,2
chatgpt.com,2,2
t.co,2,2
gsarti.com,2,2
ivp.lightning.force.com,1,1
