time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-06-14 00:00:00+00:00,4.0,2.0,4,4
2023-06-15 00:00:00+00:00,1.0,1.0,11,8
2023-06-16 00:00:00+00:00,7.0,4.0,71,14
2023-06-17 00:00:00+00:00,,,3,2
2023-06-18 00:00:00+00:00,10.0,5.0,22,5
2023-06-19 00:00:00+00:00,17.0,8.0,51,14
2023-06-20 00:00:00+00:00,,,30,8
2023-06-21 00:00:00+00:00,20.0,7.0,47,8
2023-06-22 00:00:00+00:00,10.0,5.0,30,4
2023-06-23 00:00:00+00:00,13.0,3.0,44,8
2023-06-24 00:00:00+00:00,15.0,5.0,4,2
2023-06-25 00:00:00+00:00,1.0,1.0,5,3
2023-06-26 00:00:00+00:00,27.0,7.0,90,11
2023-06-27 00:00:00+00:00,5.0,3.0,125,3
