time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-02 00:00:00+00:00,1.0,1.0,10,6
2023-02-03 00:00:00+00:00,74.0,4.0,25,6
2023-02-04 00:00:00+00:00,1.0,1.0,12,5
2023-02-05 00:00:00+00:00,,,32,6
2023-02-06 00:00:00+00:00,5.0,2.0,61,9
2023-02-07 00:00:00+00:00,3.0,3.0,37,7
2023-02-08 00:00:00+00:00,7.0,3.0,15,8
2023-02-09 00:00:00+00:00,1.0,1.0,42,16
2023-02-10 00:00:00+00:00,,,14,8
2023-02-11 00:00:00+00:00,4.0,4.0,9,5
2023-02-12 00:00:00+00:00,4.0,1.0,22,5
2023-02-13 00:00:00+00:00,1.0,1.0,29,8
2023-02-14 00:00:00+00:00,,,5,5
2023-02-15 00:00:00+00:00,22.0,3.0,52,9
