referrer,views_total,views_unique
Google,290,60
github.com,178,18
inseq.readthedocs.io,42,5
paperswithcode.com,6,1
starfire.cloud.oppoer.me,5,2
DuckDuckGo,3,2
t.co,2,2
mx.search.yahoo.com,2,1
Bing,1,1
engineering.paypalcorp.com,1,1
