time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-28 00:00:00+00:00,8.0,4.0,69,12
2025-07-29 00:00:00+00:00,4.0,2.0,37,9
2025-07-30 00:00:00+00:00,1.0,1.0,10,9
2025-07-31 00:00:00+00:00,2.0,2.0,3,3
2025-08-01 00:00:00+00:00,2.0,2.0,14,7
2025-08-02 00:00:00+00:00,1.0,1.0,2,2
2025-08-03 00:00:00+00:00,,,9,7
2025-08-04 00:00:00+00:00,4.0,3.0,16,9
2025-08-05 00:00:00+00:00,,,4,4
2025-08-06 00:00:00+00:00,12.0,3.0,52,6
2025-08-07 00:00:00+00:00,2.0,2.0,14,7
2025-08-08 00:00:00+00:00,13.0,3.0,6,4
2025-08-09 00:00:00+00:00,1.0,1.0,1,1
2025-08-10 00:00:00+00:00,,,2,2
