time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-13 00:00:00+00:00,3.0,2.0,11,5
2025-04-14 00:00:00+00:00,3.0,2.0,58,12
2025-04-15 00:00:00+00:00,11.0,4.0,19,12
2025-04-16 00:00:00+00:00,1.0,1.0,17,10
2025-04-17 00:00:00+00:00,2.0,2.0,32,15
2025-04-18 00:00:00+00:00,30.0,10.0,24,12
2025-04-19 00:00:00+00:00,11.0,7.0,18,8
2025-04-20 00:00:00+00:00,,,13,7
2025-04-21 00:00:00+00:00,1.0,1.0,23,8
2025-04-22 00:00:00+00:00,8.0,3.0,57,16
2025-04-23 00:00:00+00:00,3.0,1.0,27,14
2025-04-24 00:00:00+00:00,19.0,7.0,159,6
2025-04-25 00:00:00+00:00,14.0,5.0,51,11
2025-04-26 00:00:00+00:00,6.0,4.0,7,7
