time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-16 00:00:00+00:00,2.0,2.0,104,15
2024-08-17 00:00:00+00:00,2.0,2.0,82,6
2024-08-18 00:00:00+00:00,1.0,1.0,4,3
2024-08-19 00:00:00+00:00,7.0,5.0,70,14
2024-08-20 00:00:00+00:00,3.0,2.0,169,16
2024-08-21 00:00:00+00:00,,,38,11
2024-08-22 00:00:00+00:00,9.0,6.0,91,13
2024-08-23 00:00:00+00:00,6.0,4.0,31,15
2024-08-24 00:00:00+00:00,6.0,3.0,83,8
2024-08-25 00:00:00+00:00,1.0,1.0,11,5
2024-08-26 00:00:00+00:00,5.0,5.0,57,13
2024-08-27 00:00:00+00:00,,,81,12
2024-08-28 00:00:00+00:00,2.0,2.0,49,12
2024-08-29 00:00:00+00:00,2.0,1.0,54,10
