time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-11 00:00:00+00:00,1.0,1.0,46,11
2025-07-12 00:00:00+00:00,4.0,3.0,11,5
2025-07-13 00:00:00+00:00,1.0,1.0,4,3
2025-07-14 00:00:00+00:00,9.0,7.0,58,12
2025-07-15 00:00:00+00:00,5.0,2.0,64,11
2025-07-16 00:00:00+00:00,3.0,3.0,32,10
2025-07-17 00:00:00+00:00,22.0,7.0,41,10
2025-07-18 00:00:00+00:00,9.0,1.0,10,2
2025-07-19 00:00:00+00:00,1.0,1.0,2,2
2025-07-20 00:00:00+00:00,,,7,6
2025-07-21 00:00:00+00:00,4.0,3.0,18,9
2025-07-22 00:00:00+00:00,8.0,4.0,31,10
2025-07-23 00:00:00+00:00,1.0,1.0,49,18
2025-07-24 00:00:00+00:00,6.0,4.0,46,17
