referrer,views_total,views_unique
Google,392,36
github.com,121,21
inseq.org,67,10
t.co,35,4
linkedin.com,25,2
gsarti.com,7,3
pypi.org,5,4
colab.research.google.com,4,1
Bing,3,3
goodfirstissues.com,3,2
