referrer,views_total,views_unique
t.co,206,133
github.com,119,32
linkedin.com,43,24
com.linkedin.android,37,16
Google,34,12
inseq.readthedocs.io,11,4
statics.teams.cdn.office.net,9,3
mail.google.com,6,2
news.ycombinator.com,2,2
l.instagram.com,2,1
