referrer,views_total,views_unique
Google,96,28
github.com,39,13
t.co,10,8
linkedin.com,10,1
inseq.readthedocs.io,5,2
com.linkedin.android,3,1
paperswithcode.com,2,2
huggingface.co,2,2
sites.google.com,2,1
web.skype.com,1,1
