url_path,views_total,views_unique
/inseq-team/inseq,96,60
/inseq-team/inseq/issues,43,9
/inseq-team/inseq/pulls,17,9
/inseq-team/inseq/issues/304,17,2
/inseq-team/inseq/blob/main/examples/inseq_tutorial.ipynb,12,6
/inseq-team/inseq/pull/305,10,2
/inseq-team/inseq/tree/main/examples,7,4
/inseq-team/inseq/issues/107,6,2
/inseq-team/inseq/pull/306,6,2
/inseq-team/inseq/discussions,5,4
