referrer,views_total,views_unique
Google,130,41
github.com,129,17
inseq.org,28,11
Bing,6,4
t.co,3,1
statics.teams.cdn.office.net,2,2
DuckDuckGo,1,1
rug.nl,1,1
sites.google.com,1,1
chatgpt.com,1,1
