referrer,views_total,views_unique
Google,205,30
inseq.org,92,7
github.com,78,21
linkedin.com,16,2
towardsdatascience.com,9,8
gsarti.com,3,1
inseq.readthedocs.io,2,1
medium.com,1,1
huggingface.co,1,1
t.co,1,1
