url_path,views_total,views_unique
/inseq-team/inseq,152,80
/inseq-team/inseq/issues,42,12
/inseq-team/inseq/blob/main/examples/inseq_tutorial.ipynb,38,23
/inseq-team/inseq/tree/main/inseq,15,10
/inseq-team/inseq/tree/main/examples,14,12
/inseq-team/inseq/blob/1078e1917834f00139dd369e7eb3e48abfed795c/docs/source/examples/locate_gpt2_knowledge.rst,14,4
/inseq-team/inseq/tree/main,12,9
/inseq-team/inseq/blob/main/README.md,7,2
/inseq-team/inseq/tree/main/inseq/attr,6,5
/inseq-team/inseq/issues/107,6,4
