referrer,views_total,views_unique
Google,55,23
Bing,22,5
DuckDuckGo,11,2
inseq.org,8,4
github.com,8,3
statics.teams.cdn.office.net,1,1
Yahoo,1,1
chatgpt.com,1,1
cn.bing.com,1,1
gsarti.com,1,1
