referrer,views_total,views_unique
Google,146,33
github.com,101,15
linkedin.com,27,2
inseq.org,23,3
towardsdatascience.com,9,8
inseq.readthedocs.io,6,3
gsarti.com,5,2
arxiv.org,2,2
cn.bing.com,1,1
huggingface.co,1,1
