referrer,views_total,views_unique
github.com,232,17
t.co,68,38
Google,51,18
linkedin.com,23,19
com.linkedin.android,14,4
gsarti.com,4,1
lnkd.in,4,1
com.google.android.gm,1,1
DuckDuckGo,1,1
