referrer,views_total,views_unique
Google,151,36
github.com,28,13
DuckDuckGo,13,1
inseq.org,7,3
colab.research.google.com,7,1
deref-gmx.net,3,1
t.co,2,2
sites.google.com,2,1
chatgpt.com,1,1
arxiv.org,1,1
