time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-19 00:00:00+00:00,3,2,100,20
2025-03-20 00:00:00+00:00,4,3,19,8
2025-03-21 00:00:00+00:00,3,2,45,5
2025-03-22 00:00:00+00:00,1,1,14,7
2025-03-23 00:00:00+00:00,24,6,19,6
2025-03-24 00:00:00+00:00,20,7,25,13
2025-03-25 00:00:00+00:00,10,3,40,16
2025-03-26 00:00:00+00:00,15,5,34,16
2025-03-27 00:00:00+00:00,29,4,30,10
2025-03-28 00:00:00+00:00,13,8,18,13
2025-03-29 00:00:00+00:00,28,10,6,6
2025-03-30 00:00:00+00:00,31,10,33,7
2025-03-31 00:00:00+00:00,9,6,90,8
2025-04-01 00:00:00+00:00,31,5,32,17
